transaction_hash,transaction_time,from_address,to_address,amount
0x69335589f7b60bd30a09c3bfd84eaaadbd20872c2bf893f392eca28b7af114c8,2024-07-25 07:38:47.000 UTC,0x5975db594f199470c68cc43f397fb9a3f7aaefdc,0x997b96bad648c39226281bc002f9857274e42a01,4.155144131
0x37440a981be9cd8ed6fb652837b154b95fc85e4e238a8d26763d458cd510acda,2024-07-13 12:20:18.000 UTC,0x387298284b20414cf08162b2c8ceb8498bcd6369,0xe20450bb3b91aacda5917d68a247b78c07e774ef,15.94713803
0x427bf31f2c21d54da9cc20f36b8f52324a2436803d04063843415e819502b435,2024-07-09 07:05:14.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0xe08304f3a5889b02b6cc1f666160223f83979d88,8.036986738
0x42ff53dc0e115f244d8385daac69dc42a2eb0f41c8f27119a91c7af443eeb9af,2024-07-09 07:06:20.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x6f783e0db62ea4bf84d0fde659f2eaaf52cdf2ae,8.376497831
0x7742ab0bc6fb7ee0a80042d2539943bb6266accf0eb96aa7ec8984fae3829ce4,2024-07-09 07:07:15.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x0604e652a188931e245717d45feb26f583b92908,2.755338823
0xc7fa0a775c7ae90e6ac6e7bb8c60b748d23f7ff11b7a623b9695c1e91f9a6fe2,2024-07-09 07:28:23.000 UTC,0xd276680c6fb66eb034967af926dfddc92df0f6f9,0x0604e652a188931e245717d45feb26f583b92908,1.154904775
0xd5a72c6bcee16571352583f29b040d4b5b56040d87c1922b4054bc2ef10037a0,2024-07-09 07:42:25.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0x0085a99c3ae9512cd40ee3310be7cb3574cd511f,4.339106956
0xee86caa6a89476bce718bedfe747edef9a15fbeab92c52b320797079138ec610,2024-07-09 16:01:51.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0xa415a17be065a32e2f24b5ca80120da1f20b568a,43.52558377
0x8c7424a40b0d314473cdce43499625a069cac4e5fc9f7b21ef2774eb53fdabe6,2024-07-09 16:02:30.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0xd32d3d5568243d0991ff7f1ce2e4af4163ca42f8,43.42361334
0x0bf8356bbb89f5c534f7e606b9097b69b2b924ba5deec0b48fcf5362e0b9c3f8,2024-07-09 16:03:19.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0xa415a17be065a32e2f24b5ca80120da1f20b568a,21.29077159
0x5a7ceb2bc38e149e66103064fa5ce015808dedcf0743a6ecbbf934a0b2afd6ec,2024-07-24 08:28:15.000 UTC,0xc0d9283be0ea3f693f7e418875f8d5ba490cc5d0,0xaf1bff74708098db603e48aaebec1bbae03dcf11,5.956857702
0xaf63767aac58f825c76762a00920925142c1aa6b9e42a5b0bfaa775fa804d09a,2024-07-24 08:28:22.000 UTC,0x387298284b20414cf08162b2c8ceb8498bcd6369,0xaf1bff74708098db603e48aaebec1bbae03dcf11,14.49297921
0x2a33567fcf4fd134319bfb3eea2780a5e1d4ee24036a85ed78d50b1787268d3b,2024-06-25 19:22:41.000 UTC,0xc0d9283be0ea3f693f7e418875f8d5ba490cc5d0,0x975d7b9752f47f8a592fb9e540038d7653cbba5f,0.047002214
0x00998be98e82f74723300ac188e80522b1b581c98f7c5e929b62c310a29f9da3,2024-07-12 06:01:42.000 UTC,0xd276680c6fb66eb034967af926dfddc92df0f6f9,0x24a7e2f78c3ac4181996e415f7dbea1a71994952,5.850825178
0x97acd25a2a15ce042b2a17a75ab7a0d6d3b6da8411dc98473217fcab3671a6ac,2024-07-12 06:02:08.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x24a7e2f78c3ac4181996e415f7dbea1a71994952,31.4513129
0x2be68cdace6c500027fd2345221edf0086d7da0f6f8135b9f01b9f7a27f2d25a,2024-06-28 02:53:38.000 UTC,0xef8298d2e38ec4cba07bb86f53d977f83f374d41,0xb8004f4ccbde4f091b7e7473666f4b39c5390b3f,11.12524348
0xb42c5cfa642e109d07b3c57e99f4b1060afdba247686d550a65315e8203b12db,2024-07-09 16:27:08.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x6f46809afa4ede2a091c635b58f339cae103e815,1064.830916
0xa7a1911cdbb25cb8e96551b8567c995789b9bf08e27a00eaccb8636018bbee6b,2024-07-09 18:34:09.000 UTC,0x5975db594f199470c68cc43f397fb9a3f7aaefdc,0xcc2cc53baa6bffbfea9012855a50b39640fac575,201.1586656
0x3a00bfa6fda002b75d2b9441be4687b8824d98088f266a65672854e8adda350a,2024-07-09 18:35:12.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0xcc2cc53baa6bffbfea9012855a50b39640fac575,175.4461736
0x83dc886c1bc3fcc05dcdffbede6d832eb04944ef1b853171eddee25024c2596e,2024-07-09 18:36:05.000 UTC,0x77db8263ecffffd8aaa66756f9e7132de9e4c331,0xcc2cc53baa6bffbfea9012855a50b39640fac575,57.01248736
0xe462a758177dd491ff1b7a66eab4bfbdab0d05b20bf41efed38e01a3fcd77349,2024-07-09 18:38:30.000 UTC,0x720107b9b1936db30a4decb80f685ae7f7d121ef,0xcc2cc53baa6bffbfea9012855a50b39640fac575,105.4651994
0xd1f8db388fcc242a2fa15e2631b15521b6974f55ae59350614879958067583c9,2024-07-14 11:50:01.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0x975d7b9752f47f8a592fb9e540038d7653cbba5f,0.240314097
0x7afebced953d230b772806cc9b51897c9d26efe9894548388c2267b58e9bbb22,2024-07-14 11:50:39.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x975d7b9752f47f8a592fb9e540038d7653cbba5f,0.588901306
0xa6a3344ba7eec92743df356e05ba795d173982ec7a8843961a2c3e982d6fbdc1,2024-07-17 09:28:50.000 UTC,0x09d97ca56643304d165a16dfaa6ff0105cbc09eb,0x9c57027b1eca93093a6f446422c59c85a5a3fa52,0.108477674
0x067e45b36d6b8f56dcee7819abf9ffc0af858a8b5b41a09b61c9c2c9f5b67c3f,2024-07-17 09:28:42.000 UTC,0xef8298d2e38ec4cba07bb86f53d977f83f374d41,0x9c57027b1eca93093a6f446422c59c85a5a3fa52,0.11615285
0x5e054c4a2c228dd14f7b4077390fbfa48b79cfed3a9c7444b0634e12087ab846,2024-07-25 07:36:01.000 UTC,0x7b6b459aab2b7952766e788f938d1ed1844b714a,0x997b96bad648c39226281bc002f9857274e42a01,35.8612111
0xb1ed9d815194f667d3e3fe91925601e70112e66d65fad6c39926ef60c38df720,2024-07-10 04:44:42.000 UTC,0x387298284b20414cf08162b2c8ceb8498bcd6369,0x4c978e6b91b82d56be5183cfc0d6c26bfb38124c,0.369805232
0xff5d170d54b89032a3dd10e4737c5a7f1502b2715d2739f000830656f964b9a2,2024-07-10 06:24:17.000 UTC,0x5975db594f199470c68cc43f397fb9a3f7aaefdc,0x9dab50c5963bb51d86791dc0d2b432843367ba3f,0.991986834
