transaction_hash,transaction_time,from_address,to_address,amount
0x288a3c975ce5489ca11766fab653a7baee92c96042c404d1c690ffa734a10a79,2024-07-06 13:12:57.000 UTC,0x9b6431b65253acd76ea66e76fc0fe9611e93647e,0x7caef78715bb06a50a4334d290913b8c8401e2e6,17.54809829
0x73a9b8f07d9444ef4fa52b73981b8bea221d07d75597daa8462e31182f98744c,2024-07-11 10:53:19.000 UTC,0xf0c98a45d3421575ccb1800fd522b817a9212a5d,0x443ef018e182d409bcf7f794d409bcea4c73c2c7,428.1309788
0xc14428de47907f0ebd9e268ac48b1e46ac6ccdb784bcf2bd7a64fbd956a9339f,2024-07-12 06:51:05.000 UTC,0x01af2dd7ef5751c0cc991851912e40802bbf67b0,0x0a2854fbbd9b3ef66f17d47284e7f899b9509330,33.39450508
0x06403ddecccf4db79d8ab049896f9949c0c95c9a08045c6577511c2539cac5b3,2024-07-12 10:56:45.000 UTC,0x0f6d204f60dfb6bf705f938416d9a814329e247f,0xa0d62be88fa3e42b607b8252d828df6dfcd3dbe1,17.7418907
0x4850b9001da3a6d093294b8090289177c8e93e98ffd6daa367dcb4df80a90b01,2024-07-12 10:58:57.000 UTC,0x10a4d1abd2c1f54782733d263dd112418f911046,0xb791ad21ba45c76629003b4a2f04c0d544406e37,2.588582573
0xf668db879bbdcfb4e5fbb71ae17ad50a6a281cabe1241f25de933d32b4251e7b,2024-07-14 04:24:17.000 UTC,0xd602539cde32b46e662f755086d35641fd597669,0xa6f5b6cb718029ba490a8aad4493cee557690b4e,484.6785964
0x4dc3c05a56672ede24ab0e372fe6f3faf9f6b44af225a2def87c5f9b286a5404,2024-07-14 04:39:53.000 UTC,0x4404e344e614a51d9d85c21ee98bd89f46dd5626,0xa0d62be88fa3e42b607b8252d828df6dfcd3dbe1,42.00663059
0x2d098ae69503f522eb56c6fbd20093bfdb2e1845a3765e80883b029d8947c668,2024-07-14 04:49:37.000 UTC,0x129bd71f21645ed82eb7cc8850968491cd6892cd,0xa0d62be88fa3e42b607b8252d828df6dfcd3dbe1,18.81147276
0xb60389a8196992ca9e2798282752f1a9e6a682fcaf27b8d8af14da6777cc9407,2024-07-14 08:47:37.000 UTC,0xe96c8c89dd48a8a9126eb8abff1429b1e721411e,0x5ce46bf604a85e311ca915f9c29d34c4558d120d,42.02750083
0x2f25f78428b2c734ece8c7a39656237180ca0d1d256d02065e5f2537257474bf,2024-07-17 04:29:12.000 UTC,0x262252af4868da6c5a6f6c5f0970f1c628616811,0xb791ad21ba45c76629003b4a2f04c0d544406e37,47.27998915
0xa5b3ae16604e38450de10c37514c0002d48bacf51d6a6f164d41fc40069c3bad,2024-07-19 13:51:49.000 UTC,0x913ed41c4bd9ff25d8d91d28e6a07da7b17f4761,0xc6f780497a95e246eb9449f5e4770916dcd6396a,2.796549134
