transaction_hash,transaction_time,from_address,to_address,amount
0x00d026a5d669b9dbb0866c29e59c58c38e99d8001babae1bd600aa127a2ee4a1,2024-08-01 09:28:07.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0x7bf75548c1ccb74e1decdefcb2483803744fc29f,0.388845003
0xd2ef0d1bc9fb82cbee25002f87a58047f86a0bbb4dc4d3feac3c6e439b401465,2024-07-29 01:43:04.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xfd24f4440491eeffb894b3315bf8d91d718acc6c,239.6933508
0x7de9ed60c8182d7a7f3c46463714deda09d87a4c8aaea737b09d0e20f5d7767a,2024-07-29 01:48:53.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xd602539cde32b46e662f755086d35641fd597669,175.2983023
0x4e51bd83099636352a9456a7f78b4fa73a683e7ec382c232556bf8130557896a,2024-07-29 01:48:45.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xd602539cde32b46e662f755086d35641fd597669,260.5829499
0xb4bb4bb2740b0ad7c57e4436a5821d5268f6e3645982cd55c925c8267fd0a55e,2024-07-29 01:53:11.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0x6951a1daeb3741d3fd1c7743920d331d5c0b9d2c,2.783181023
0x5fa547a5826c9f4f9ae6ad61484d05d0749563e89d61b4c49b148c7dfd919b92,2024-07-29 01:56:00.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xa32ba61aaebb02cf36edb7f49bf4bc77726f052c,14.63807729
0xfe83237908b76ca35558420f93f9949345c3672fa1eebbffe85f9d2925d80138,2024-07-29 01:59:30.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,0.31424527
0x373fb3971ad69f25ba14603a0c4e8640eee5d32fa4a36598dff963264d421bb8,2024-07-29 02:01:01.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0x655b35f11006617696a4b31978ba4c078b6b7145,23.12701988
0x0d02546b362cae042eb986dfafd460c6ea1911662b58c09013e2b525d060cc24,2024-07-29 02:01:23.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xca6cd189f505f74ae798aa589b639131ecf201ba,13.26571858
0x01e72771464a86d54e745d2d0b0257d1b1d1ceff7ae05a68d70bf747fabdcdce,2024-07-29 02:02:16.000 UTC,0x2f925542d1689258be55f87e17fcd8b7480d76f0,0xabfedf8bace3ec43051826315c6b65e3d8153b84,4700.725835
