transaction_hash,transaction_time,from_address,to_address,amount
0x8baf7cbb43bfa3e10ec45a824630a0a0b4d932784bd58574f6d5f99c09c00669,2024-07-05 07:49:41.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,3.753608183
0x8baf7cbb43bfa3e10ec45a824630a0a0b4d932784bd58574f6d5f99c09c00669,2024-07-05 07:49:41.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,0.946287777
0x69bc15f742fd3c85605cdd340cbf6f336a5d950a8a2b633511c2666a79e00145,2024-07-20 00:10:54.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xc7e85b25f71a1cf9872c4c74efb6a79c814c72f1,54.01940133
0x69bc15f742fd3c85605cdd340cbf6f336a5d950a8a2b633511c2666a79e00145,2024-07-20 00:10:54.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,77.80332157
0x69bc15f742fd3c85605cdd340cbf6f336a5d950a8a2b633511c2666a79e00145,2024-07-20 00:10:54.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,19.61428275
0x2defd08c56246bd9636bebf9f37911454707b71dc89bd3dcf86dd6f1fb82adc2,2024-07-04 12:07:50.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x97d5082f4daab4810aced2cf18c32b6e7633f3e2,0.29947718
0x89873299d8627d7e4a6a199dcb20478fe855e6da2eab28c667664e2a0a25a301,2024-07-29 01:58:18.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,2.394668677
0x89873299d8627d7e4a6a199dcb20478fe855e6da2eab28c667664e2a0a25a301,2024-07-29 01:58:18.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,0.603697986
0x246398c5e74f269ddb3e56804f513e9424b6c18c145aaf8f4a5b2ccb15740296,2024-07-04 23:19:52.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,7.734509674
0x246398c5e74f269ddb3e56804f513e9424b6c18c145aaf8f4a5b2ccb15740296,2024-07-04 23:19:52.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,1.949876388
0x6b41187ad63ffd232fc57e7032647de2182e3a92427a1f187fe5f4f3e0f80464,2024-07-31 19:22:04.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x2547e2c46abaa7893dc6aa6be8b5c1f828a41187,0.961559292
0x6b41187ad63ffd232fc57e7032647de2182e3a92427a1f187fe5f4f3e0f80464,2024-07-31 19:22:04.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,103.5235516
0x6b41187ad63ffd232fc57e7032647de2182e3a92427a1f187fe5f4f3e0f80464,2024-07-31 19:22:04.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,26.09837436
0x2d59065bfc5dbe0677584c87f983834c73e021be99ad8b77fa079bce3d1e7783,2024-07-31 19:22:45.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x2547e2c46abaa7893dc6aa6be8b5c1f828a41187,0.000348991
0x2d59065bfc5dbe0677584c87f983834c73e021be99ad8b77fa079bce3d1e7783,2024-07-31 19:22:45.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,0.05889642
0x2d59065bfc5dbe0677584c87f983834c73e021be99ad8b77fa079bce3d1e7783,2024-07-31 19:22:45.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,0.014847837
0x9df9e716344ef646df18cd77a5907c1b5e14db321b08e7fa37dba9b89cc51aa3,2024-06-28 15:25:07.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,30.6517614
0x9df9e716344ef646df18cd77a5907c1b5e14db321b08e7fa37dba9b89cc51aa3,2024-06-28 15:25:07.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,7.727334807
0xbc9c187ed3f972c8c5a866fc174d8fba2b174eb5ea5e5fac0ccc494cabac271e,2024-06-28 15:49:31.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xb2043c543bb60fb7aa7265cdca359a35c4bc09fa,3.201736623
0xbc9c187ed3f972c8c5a866fc174d8fba2b174eb5ea5e5fac0ccc494cabac271e,2024-06-28 15:49:31.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,1.505790748
0xbc9c187ed3f972c8c5a866fc174d8fba2b174eb5ea5e5fac0ccc494cabac271e,2024-06-28 15:49:31.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,0.379611113
0x54aba6d3d89fc8f0e8793250ced8c87891cfb424f6718df637906aa3e980ef03,2024-07-23 10:49:56.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x81bbdcd28e657c1459abf53dcf5974cbf6e4ad5e,653.7621081
0xec1eaf2ce04b13c7171541326e9df0486e18c722d63e2f47f217900b60d7d2a7,2024-07-23 11:06:55.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x38c22ebbe1579cea9be74718fe915f70502af1ef,0.81760838
0x76e765525466ca43ef3aadb0eb8453077c2ebb3173caef4a9fd9116c387923d1,2024-06-24 03:48:32.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,230.4166198
0x76e765525466ca43ef3aadb0eb8453077c2ebb3173caef4a9fd9116c387923d1,2024-06-24 03:48:32.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,58.08822349
0x0996bb3f406343cb432bfef1f23c468cc57ecd55370058a39feb861fd6988105,2024-07-02 15:12:22.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x8f32beba81054f815970c65cf21920bec4141373,8.00823491
0xeccf979858ac619b1b8519bbffbee85151c5d555a0b1740f5e1601fd69f6ced8,2024-07-02 15:47:19.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x73e531fd3bb6984721906cea93b59f284635d6cc,1529.379819
0xbd208ac921c79a8efa8e0eecdf1a647cdaf610e35b3148f61e90d5dda7727592,2024-07-09 14:54:15.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xf23d11322bfd1fcfec9dbbf04b9909e39c9fb808,3.614410699
0xbd208ac921c79a8efa8e0eecdf1a647cdaf610e35b3148f61e90d5dda7727592,2024-07-09 14:54:15.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,3.3757347
0xbd208ac921c79a8efa8e0eecdf1a647cdaf610e35b3148f61e90d5dda7727592,2024-07-09 14:54:15.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,1.985726294
0x19a3dbda333d84e11c37361f88ce0d1adff44e1864614c292b7c5e9f85308603,2024-07-09 15:10:21.000 UTC,0xbbe8f9e6de5245a12c2b9dc7b84c8334b4c8be1f,0x523c166e5753ed22c22d80d94868884b29587357,12.66268253
0xdd68820c2f76690c53b23e2561a7180833f6bc7082adb2cddcb7fa639e49e902,2024-07-09 07:02:12.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xab02d091d01311bb8a9b814e7230050cad878917,0.094099217
0xdd68820c2f76690c53b23e2561a7180833f6bc7082adb2cddcb7fa639e49e902,2024-07-09 07:02:12.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,128.3657924
0xdd68820c2f76690c53b23e2561a7180833f6bc7082adb2cddcb7fa639e49e902,2024-07-09 07:02:12.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,32.36112415
0xcba2409094d875551be5da2fd96ca92032df48b3422a34be91599a11f282844d,2024-07-09 07:02:30.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xab02d091d01311bb8a9b814e7230050cad878917,3.13935E-06
0xcba2409094d875551be5da2fd96ca92032df48b3422a34be91599a11f282844d,2024-07-09 07:02:30.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x1b5e59759577fa0079e2a35bc89143bc0603d546,0.062196377
0xcba2409094d875551be5da2fd96ca92032df48b3422a34be91599a11f282844d,2024-07-09 07:02:30.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0xd5ac6419635aa6352ebade0ab42d25fbfa570d21,0.015679759
0x17f132a97487ae407464ec5f72c89718fa6871d1134855a1cc9b02f1849178a6,2024-07-09 07:09:03.000 UTC,0xdb8fb776b31bcd67d1c06e565cc63a366218559c,0x31e015e65b5fb16b8f3f415a435da19af5b3efd4,1.427201343
