transaction_hash,transaction_time,from_address,to_address,amount
0x45d3be1b319558b13c71b17b88b63b385190166c1990fd113a2b73260145408e,2024-07-10 22:57:40.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0xc09f4ad33a164e29df3c94719ffd5f7b5b057781,1.307105682
0x943befda149d93622178e11e49b89260b53a02140bf954ce60a4862de885783d,2024-07-10 23:42:35.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x5ebbcc9ec6d63b2894b8d146bf58e6b2c377a169,193.9286272
0x065d4d61ca55cdabc7091c8bf514e4ded1016069b7947edb9577457b32cf6b90,2024-08-01 03:16:10.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x5ebbcc9ec6d63b2894b8d146bf58e6b2c377a169,338.4752367
0x5279b710df1ca584ea3f3684ac6435290a5bdeb1ad23243cee107ead2d390f49,2024-07-11 08:14:35.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x5ebbcc9ec6d63b2894b8d146bf58e6b2c377a169,44.82178644
0x2a54a2e56d4e9a49f2dd861ec3593d8e72df6e7b6ae9faa4a0e693379c956152,2024-06-27 13:28:14.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x49d18cc297f04aa128f90f71cc656a6c5f5da5aa,4048.351974
0xb049ccfeb3095e2f817845ee10490d5a9d01435902fa5331cef2b4a158ed7af1,2024-06-27 13:57:34.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x49d18cc297f04aa128f90f71cc656a6c5f5da5aa,2071.050156
0x32b18898ec9dabfbadad7e701e277f8e271bced9b4bbd5a6fa0fd43420b1d9fa,2024-06-27 14:20:13.000 UTC,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0x49d18cc297f04aa128f90f71cc656a6c5f5da5aa,613.5956583
0xfab20defd7d1716cdcb9520334ad9d47e7026995337e4f42c71d3d98c356c96a,2024-07-09 12:19:11.000 UTC,0x4248223065e3f2b0757304bc2bdc65ef1938a471,0x9008d19f58aabd9ed0d60971565aa8510560ab41,180.9298402
0x44b2d3a3a342d7a3d7c6762e7f85e3556c37c01891c280586d11ce69219aea2f,2024-06-29 09:34:51.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0xf92768916015b5ebd9fa54d6ba10da5864e24914,484.2380791
0x5c4038ff01cfa7b0b4913c925ddc05051e8479204d64febe3cb50577fbce2ff4,2024-06-29 10:03:24.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0xf92768916015b5ebd9fa54d6ba10da5864e24914,671.3947401
0x68672301cd3c9a72225135dd54901e2ae72979879b020cebf8feb26c1b0f9f1b,2024-06-29 10:20:28.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0xf92768916015b5ebd9fa54d6ba10da5864e24914,79.41064147
0x68672301cd3c9a72225135dd54901e2ae72979879b020cebf8feb26c1b0f9f1b,2024-06-29 10:20:28.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x0d7c4b40018969f81750d0a164c3839a77353efb,52.94042764
0x68672301cd3c9a72225135dd54901e2ae72979879b020cebf8feb26c1b0f9f1b,2024-06-29 10:20:28.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x11d53ec50bc8f54b9357fbfe2a7de034fc00f8b3,132.3510691
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0xf92768916015b5ebd9fa54d6ba10da5864e24914,105.8808553
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x11d53ec50bc8f54b9357fbfe2a7de034fc00f8b3,35.29361843
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x93cce474015007b38da0ecea96671ee4dc3d40ad,35.29361843
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0xb19005b42e2dcc65fb6a5598db329edfe365a0b2,35.29361843
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x0d7c4b40018969f81750d0a164c3839a77353efb,105.8808553
0xdf1c2cea4edd4618ff7dfc1e787c06fa85e77a131f049ddd85c21a1fae62e6f4,2024-06-29 10:19:52.000 UTC,0xd5cfd807b2f5d24d52884b8083a497ecf61443de,0x3a63e393726640b33a78a3cac5e57fa6f35b69ed,35.29361843
