transaction_hash,transaction_time,from_address,to_address,amount
0x9276bb56a73c5c64781bdf06437c7d0897d07a5c5d7fb80bcf9140e8d857ce92,2024-07-25 02:20:09.000 UTC,0x887047bba53e7374eca6e81e2cb7713a5bd00abc,0xe37e799d5077682fa0a244d46e5649f71457bd09,4.96896641
0x82bc989e091a1ac0c1cc4bf018053a609c9b0a5a3155b6b855847752403eaf0d,2024-07-04 01:57:30.000 UTC,0x887047bba53e7374eca6e81e2cb7713a5bd00abc,0x5aa872d03a2c5577019d64600ca32226ba143bc7,3.39768283
0x4c3a3ab876406c98b0929e335f802cdb9a787d20c2269ed2ff5385259ff8d859,2024-07-04 02:53:02.000 UTC,0x887047bba53e7374eca6e81e2cb7713a5bd00abc,0xc6f780497a95e246eb9449f5e4770916dcd6396a,4.45393132
0xda1b308748a5acb966640ddc8a0f4de3dff6829fd5f723249894a70609eafdb7,2024-07-26 09:44:57.000 UTC,0x887047bba53e7374eca6e81e2cb7713a5bd00abc,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0.94901668
0xf0bdc4254da8d3b783cc2f77d49a74bbf9e6d13e7c705b52306c43cb54db23bc,2024-07-28 07:09:40.000 UTC,0x032b7f127c2c909ce4bc18b52ae59f3ca0e803be,0xe37e799d5077682fa0a244d46e5649f71457bd09,0.784033626
0x03e9b4a57ff79dc5b732aa9b582937c73ea67eb122af9bffa586bb0dbbf94911,2024-06-25 18:30:02.000 UTC,0x7e5c1a665bfd595a8de3ac91dabb37a65db04096,0xffffffaeff0b96ea8e4f94b2253f31abdd875847,961.8093598
0x269812bc4311722f667a97a66741b1064ca089b1683592d256fb19c538fbf559,2024-07-26 19:47:20.000 UTC,0x5a543fe1261c19fc76807a43367fd4dc07c0f2dd,0x6bd780e7fdf01d77e4d475c821f1e7ae05409072,2.8
0xc5bb67f3f2162a1d758434e723169dea85fbaa8248d321d4a71597aba999a451,2024-07-26 19:48:43.000 UTC,0x5a543fe1261c19fc76807a43367fd4dc07c0f2dd,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,1.918506066
0xa2fff81dacfcba46ffe91372a8fd4b55071dd6627fb3c8b9ef94921f73ce7915,2024-06-25 15:52:49.000 UTC,0x5a543fe1261c19fc76807a43367fd4dc07c0f2dd,0x89a4026e9ade251c67b7fb38054931a39936d9c5,2.729997019
0x1002179211d6b28eda1ecf842f58b485f19e0f94ba3345206e3a3fe58f2042f3,2024-07-01 13:39:36.000 UTC,0x5a543fe1261c19fc76807a43367fd4dc07c0f2dd,0xc6f780497a95e246eb9449f5e4770916dcd6396a,2.758242741
